S1a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S1b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S1c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,No
S2a	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S2b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S2c	NRC PBMT	No,No,No	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S2d	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S3a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S3b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S3c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4a1	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4a2 	NRC PBMT	No,No,No	NRC PBMT2	No,No,Not applicable	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4a3	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4b1	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4b2	NRC PBMT	No,No,No	NRC PBMT2	No,No,Not applicable	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4b3	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4c1	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4c2	NRC PBMT	No,No,Not applicable	NRC PBMT2	No,No,Not applicable	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4c3	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S4d1	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S4d2	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S4d3	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,Yes	Google's NMT (March 2017)	No,No,No
S5a	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S5b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S5c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S5d	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S6a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Not applicable,No,Not applicable	Google's NMT (March 2017)	No,No,No
S6b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S6c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S7a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S7b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S7c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S8a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S8b	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S8c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S9a	NRC PBMT	No,No,No	NRC PBMT2	Yes,Yes,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S9b	NRC PBMT	No,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S9c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S10a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S10b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S10c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,No,No	Google's NMT (March 2017)	No,No,No
S10d	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,Yes,No
S11a	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S11b	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S11c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S11d	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S11e	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S12a	NRC PBMT	Yes,No,Yes	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S12b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S12c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S13a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S13b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S13c	NRC PBMT	No,No,No	NRC PBMT2	Yes,No,Yes	NRC's NMT	Yes,No,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S14a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S14b	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S14c	NRC PBMT	No,No,No	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S14d	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S14e	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S14f	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S14g	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S14h	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S14i	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S15a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S15b	NRC PBMT	No,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S15c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S15d	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S15e	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S15f	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S16a	NRC PBMT	No,No,No	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S16b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S17a	NRC PBMT	No,Yes,No	NRC PBMT2	No,Yes,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S17b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,No,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S17c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S18a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S18b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S18c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S19a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S19b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S19c	NRC PBMT	No,Not applicable,Yes	NRC PBMT2	No,Not applicable,Yes	NRC's NMT	No,Not applicable,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S19d	NRC PBMT	No,Not applicable,No	NRC PBMT2	No,Not applicable,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S19e	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S19f	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S20a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,Yes,No	Google's NMT (March 2017)	No,No,No
S20b	NRC PBMT	Not applicable,No,Not applicable	NRC PBMT2	No,No,Not applicable	NRC's NMT	Yes,No,Not applicable	Google's NMT (March 2017)	Yes,Yes,Not applicable
S20c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S21a	NRC PBMT	No,No,Yes	NRC PBMT2	No,No,Yes	NRC's NMT	No,No,Yes	Google's NMT (March 2017)	No,No,Yes
S21b	NRC PBMT	No,No,Yes	NRC PBMT2	No,No,Yes	NRC's NMT	No,No,Yes	Google's NMT (March 2017)	No,No,Yes
S21c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S22a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S22b	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	No,No,No
S22c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,No,No
S23a	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Not applicable,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S23b	NRC PBMT	No,No,Yes	NRC PBMT2	No,No,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S23c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,No,No
S23d	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S23e	NRC PBMT	No,No,No	NRC PBMT2	No,No,Yes	NRC's NMT	Yes,No,No	Google's NMT (March 2017)	No,No,No
S24a	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S24b	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S24c	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S25a	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S25b	NRC PBMT	No,No,Yes	NRC PBMT2	No,No,No	NRC's NMT	No,No,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S25c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	No,No,No
S25d	NRC PBMT	Yes,Yes,Yes	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S25e	NRC PBMT	No,No,No	NRC PBMT2	Yes,Yes,Yes	NRC's NMT	No,No,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S25f	NRC PBMT	Yes,No,Yes	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S26a	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
S26b	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	Yes,Yes,Yes	Google's NMT (March 2017)	Yes,Yes,Yes
S26c	NRC PBMT	No,No,No	NRC PBMT2	No,No,No	NRC's NMT	No,No,No	Google's NMT (March 2017)	Yes,Yes,Yes
