ID	LING. ISSUE	QUESTION	SOURCE	REFERENCE	System1	System2	System3	System4	System1 id	System2 id	System3 id	System4 id
S12b	Lex-Syn 6: NP to VP	Is the English "NP to VP" complement correctly rendred in the French translation? (Sometimes one needs to translate this structure as a finite clause).	He liked [his father to tell him stories].	Il aimait [que son père lui raconte des histoires].	Il aimait son père pour lui raconter des histoires.	Il aimait son père pour lui raconter des histoires.	Il aimait son père pour lui raconter des histoires.	Il aimait son père à lui raconter des histoires.	NRC PBMT	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)
S12c	Lex-Syn 6: NP to VP	Is the English "NP to VP" complement correctly rendred in the French translation? (Sometimes one needs to translate this structure as a finite clause).	She wanted [her mother to let her go].	Elle voulait [que sa mère la laisse partir].	Elle voulait que sa mère la laisse partir.	Elle voulait que sa mère la laisse faire.	Elle voulait que sa mère de la laisser aller.	Elle voulait que sa mère de lui laisser aller.	Google's NMT (March 2017)	NRC's NMT	NRC PBMT2	NRC PBMT
S13a	Lex-Syn 7: Factitives	Is the English verb correctly rendered in the French translation? (Agentive use of some French verbs require embedding under "faire").	John [cooked] a big chicken.	John a [fait cuire] un gros poulet.	John a fait cuire un gros poulet.	Un gros poulet cuit john.	John cuit un gros poulet.	John cuit un gros poulet.	Google's NMT (March 2017)	NRC PBMT2	NRC's NMT	NRC PBMT
S13b	Lex-Syn 7: Factitives	Is the English verb correctly rendered in the French translation? (Agentive use of some French verbs require embedding under "faire").	John [melted] a lot of ice.	John a [fait fondre] beaucoup de glace.	John a fondu beaucoup de glace.	John fondu a lot of ice.	John a fondu beaucoup de glace.	John a fondu beaucoup de glace.	Google's NMT (March 2017)	NRC PBMT	NRC PBMT2	NRC's NMT
S13c	Lex-Syn 7: Factitives	Is the English verb correctly rendered in the French translation? (Agentive use of some French verbs require embedding under "faire").	She likes to [grow] flowers.	Elle aime [faire pousser] des fleurs.	Elle aime à cultiver des fleurs.	Elle aime faire pousser des fleurs.	Elle aime à cultiver des fleurs.	Elle aime à se développer des fleurs.	NRC PBMT2	Google's NMT (March 2017)	NRC's NMT	NRC PBMT
S14a	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Use the meat knife.	Utilisez le couteau [à] viande.	Utilisez le couteau à viande.	Utilisez le couteau de viande.	Utilisez le couteau à viande.	Utilisez le couteau de viande.	Google's NMT (March 2017)	NRC PBMT2	NRC's NMT	NRC PBMT
S14b	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Use the butter knife.	Utilisez le couteau [à] beurre.	Utilisez le couteau au beurre.	Utilisez le couteau à beurre.	Utilisez le couteau à beurre.	Utilisez le couteau à beurre.	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S14c	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Use the steak knife.	Utilisez le couteau [à] steak.	Utilisez le couteau à steak.	Utilisez le steak  couteau.	Utilisez le couteau à viande.	Utilisez le couteau de steak.	NRC's NMT	NRC PBMT	NRC PBMT2	Google's NMT (March 2017)
S14d	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Clean the water filter.	Nettoyez le filtre [à] eau.	Nettoyez le filtre à eau.	Nettoyez le filtre à eau.	Nettoyez le filtre à eau.	Nettoyez le filtre à eau.	NRC's NMT	NRC PBMT	Google's NMT (March 2017)	NRC PBMT2
S14e	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Clean the juice filter.	Nettoyez le filtre [à] jus.	Nettoyez le filtre à jus.	Nettoyez le filtre de jus.	Nettoyez le filtre de jus.	Nettoyez le filtre de jus.	Google's NMT (March 2017)	NRC PBMT	NRC's NMT	NRC PBMT2
S14f	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Clean the tea filter.	Nettoyez le filtre [à] thé.	Nettoyez le filtre de thé.	Nettoyez le filtre à thé.	Nettoyez le filtre à thé.	Nettoyez le filtre à thé.	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S14g	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Clean the cloth filter.	Nettoyez le filtre [en] tissu.	Nettoyez le filtre en tissu.	Nettoyez le filtre en tissu.	Nettoyez le filtre en tissu.	Nettoyez le filtre en tissu.	NRC PBMT	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2
S14h	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Clean the metal filter. 	Nettoyez le filtre [en] métal.	Nettoyez le filtre en métal.	Nettoyez le filtre en métal.	Nettoyez le filtre métallique.	Nettoyez le filtre en métal.	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S14i	Lex-Syn 8: Noun Compounds	Is the English nominal compound rendered with the right preposition in the French translation?	Clean the paper filter.	Nettoyez le filtre [en] papier.	Nettoyez le filtre en papier.	Nettoyez le filtre en papier.	Nettoyer le filtre à papier.	Nettoyez le filtre à papier.	NRC PBMT	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)
S15a	Lex-Syn 9: Common idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	Stop [beating around the bush].	Cessez de [tourner autour du pot].	Arrêter de tourner autour du pot.	Cesser de battre la campagne.	Cesser de battre la campagne.	Arrêtez de battre autour de la brousse. 	Google's NMT (March 2017)	NRC PBMT2	NRC PBMT	NRC's NMT
S15b	Lex-Syn 9: Common idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	You are [putting the cart before the horse].	Vous [mettez la charrue devant les bœufs].	Vous pouvez mettre la charrue avant les bœufs.	Vous êtes en train de mettre la charrue avant les bœufs.	Vous mettez la charrue avant le cheval.	Vous mettez le chariot devant le cheval.	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S15c	Lex-Syn 9: Common idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	His comment proved to be [the straw that broke the camel's back].	Son commentaire s'est avéré être [la goutte d'eau qui a fait déborder le vase].	Son commentaire s'est révélé être la goutte d'eau qui fait déborder le vase.	Son commentaire s'est avéré être la paille qui a cassé le dos du chameau.	Son commentaire s'est avéré être la goutte d'eau qui fait déborder le vase.	Son commentaire s'est avéré être la paille qui a brisé le dos du chameau.	NRC PBMT	Google's NMT (March 2017)	NRC PBMT2	NRC's NMT
S15d	Lex-Syn 9: Common idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	His argument really [hit the nail on the head].	Son argument a vraiment [fait mouche].	Son argument a vraiment frappé le clou sur la tête.	Son argument a vraiment frappé le clou sur la tête.	Son argument a vraiment mis le doigt dessus.	Son argument a vraiment mis le doigt dessus.	NRC's NMT	Google's NMT (March 2017)	NRC PBMT	NRC PBMT2
S15e	Lex-Syn 9: Common idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	It's [no use crying over spilt milk].	[Ce qui est fait est fait].	Il ne sert à rien de pleurer sur le lait haché.	Ce qui est fait est fait.	Ce n'est pas de pleurer sur le lait répandu.	Ce n'est pas de pleurer sur le lait répandu.	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2	NRC PBMT
S15f	Lex-Syn 9: Common idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	It is [no use crying over spilt milk].	[Ce qui est fait est fait].	Il ne sert à rien de pleurer sur le lait écrémé.	Il ne suffit pas de pleurer sur le lait répandu.	Il est inutile de pleurer sur le lait répandu.	Il ne suffit pas de pleurer sur le lait répandu.	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S16a	Lex-Syn 10: Syntactically flexible idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	The cart has been put before the horse.	La [charrue a été mise devant les bœufs].	On met la charrue devant le cheval.	On met la charrue avant les bœufs.	Le chariot a été mis avant le cheval.	Le chariot a été mis devant le cheval.	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S16b	Lex-Syn 10: Syntactically flexible idioms	Is the English idiomatic expression correctly rendered with a suitable French idiomatic expression?	With this argument, [the nail has been hit on the head].	Avec cet argument, [la cause est entendue].	Avec cet argument, le clou a été frappé sur la tête.	Avec cette argument, l'ongle a été frappée à la tête.	Avec cette argument, l'ongle a été frappée à la tête.	Avec cet argument , l'ongle a été touché à la tête.	Google's NMT (March 2017)	NRC PBMT	NRC PBMT2	NRC's NMT
S17 a	Syn 1: Yes-no question syntax	Is the English question correctly rendered as a French question?	[Have the kids] ever watched that movie?	[Les enfants ont-ils] déjà vu ce film?	Les enfants ont-ils déjà regardé ce film?	Les enfants jamais regardé ce film?	Les enfants ont-ils déjà regardé ce film?	Les enfants ont jamais regardé ce film?	Google's NMT (March 2017)	NRC PBMT	NRC's NMT	NRC PBMT2
S17b	Syn 1: Yes-no question syntax	Is the English question correctly rendered as a French question?	[Hasn't your boss denied you] a promotion? 	[Votre patron ne vous a-t-il pas refusé] une promotion?	N'a pas nié votre patron vous un promotion?	Votre patron ne vous a-t-il pas refusé une promotion?	Est-ce que votre patron vous a refusé une promotion ?	N'a pas nié votre patron vous un promotion?	NRC PBMT	Google's NMT (March 2017)	NRC's NMT	NRC PBMT2
S17c	Syn 1: Yes-no question syntax	Is the English question correctly rendered as a French question?	[Shouldn't I attend] this meeting?	[Ne devrais-je pas assister] à cette réunion?	Ne devrais-je pas assister à cette réunion?	Ne devrais-je pas assister à cette réunion?	Est-ce que je ne devrais pas assister à cette réunion?	Ne devrais-je pas assister à cette réunion?	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S18a	Syn 2: Tag questions	Is the English "tag question" element correctly rendered in the translation?	Mary looked really happy tonight, [didn't she]?	Mary avait l'air vraiment heureuse ce soir, [n'est-ce pas]?	Marie a regardé vraiment heureux de ce soir, n'est-ce pas elle ?	Marie semblait très heureux ce soir, n'a pas elle?	Mary avait l'air vraiment heureuse ce soir, n'est-ce pas?	Mary s'est montrée vraiment heureuse ce soir, ne l' a pas fait ?	NRC PBMT	NRC PBMT2	Google's NMT (March 2017)	NRC's NMT
S18b	Syn 2: Tag questions	Is the English "tag question" element correctly rendered in the translation?	We should not do that again, [should we]?	Nous ne devrions pas refaire cela, [n'est-ce pas]?	Nous ne devrions pas faire qu'une fois encore , faut-il?	Nous ne devrions pas le faire encore , si nous ?	Nous ne devrions pas le faire de nouveau, faut-il?	Nous ne devrions pas recommencer, n'est-ce pas?	NRC PBMT	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)
S18c	Syn 2: Tag questions	Is the English "tag question" element correctly rendered in the translation?	She was perfect tonight, [was she not]?	Elle était parfaite ce soir, [n'est-ce pas]?	Elle était parfait ce soir, elle n'était pas?	Elle était parfaite ce soir , n'était-elle pas?	Elle était parfaite ce soir, n'est-ce pas?	Elle était parfait ce soir, elle n'était pas?	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)	NRC PBMT
S19a	Syn 3: WH-MVT and stranded preps	Is the "dangling" preposition of the English sentence correctly placed in the French translation?	The guy [that] she is going out [with] is handsome.	Le type [avec qui] elle sort est beau.	Le mec qu'elle va sortir avec est beau.	Le mec qu'elle va sortir, c'est beau.	Le mec qu' elle sort avec est beau.	Le mec avec qui elle sort est beau.	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S19b	Syn 3: WH-MVT and stranded preps	Is the "dangling" preposition of the English sentence correctly placed in the French translation?	[Whom] is she going out [with] these days?	[Avec qui] sort-elle ces jours-ci?	À qui s' adresse ces jours-ci?	Avec qui sort-elle de nos jours?	Qu'est-ce qu'elle allait sortir avec ces jours ?	Qu'est-ce qu'elle allait sortir avec ces jours ?	NRC's NMT	Google's NMT (March 2017)	NRC PBMT	NRC PBMT2
S19c	Syn 3: WH-MVT and stranded preps	Is the "dangling" preposition of the English sentence correctly placed in the French translation?	The girl [that] he has been talking [about] is smart.	La fille [dont] il a parlé est brillante.	La fille qu' il a parlé est intelligente.	La jeune fille qu'il a parlé est intelligent.	La fille dont il a parlé est intelligente.	La jeune fille qu'il a parlé est intelligent.	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S19d	Syn 3: WH-MVT and stranded preps	Is the "dangling" preposition of the English sentence correctly placed in the French translation?	[Who] was he talking [to] when you left?	[À qui] parlait-il au moment où tu est parti?	Qui est lui parler quand vous avez quitté?	Qui est lui parler quand vous avez quitté?	Avec qui il parlait quand vous êtes parti?	Qui a-t-il parlé à quand vous avez quitté ?	NRC PBMT2	NRC PBMT	Google's NMT (March 2017)	NRC's NMT
S19e	Syn 3: WH-MVT and stranded preps	Is the "dangling" preposition of the English sentence correctly placed in the French translation?	The city [that] he is arriving [from] is dangerous.	La ville [d'où] il arrive est dangereuse.	La ville qu' il est en train d' arriver est dangereuse.	La ville d'où il vient est dangereuse.	La ville qu'il arriverait à partir est dangereuse.	La ville qu'il est arrivé de est dangereuse.	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2	NRC PBMT
S19f	Syn 3: WH-MVT and stranded preps	Is the "dangling" preposition of the English sentence correctly placed in the French translation?	[Where] is he arriving [from]?	[D'où] arrive-t-il?	D'où vient-il?	De quoi s' agit-il ?	Où est-il arrivé?	Où est-il arrivé de?	Google's NMT (March 2017)	NRC's NMT	NRC PBMT	NRC PBMT2
S20a	Syn 4: Adverb-triggered inversion	Is the adverb-triggered subject-verb inversion in the English sentence correctly rendered in the French translation?	Rarely [did the dog] run.	Rarement [le chien courait-il].	Il est rare que le chien marche.	Rarement les chiens.	Rarement le chien courir.	Rarement le chien courir.	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S20b	Syn 4: Adverb-triggered inversion	Is the adverb-triggered subject-verb inversion in the English sentence correctly rendered in the French translation?	Never before [had she been] so unhappy.	Jamais encore [n'avait-elle] été aussi malheureuse.	Elle n'a jamais été aussi malheureux.	Jamais auparavant n' avait été si malheureuse.	Jamais auparavant , si elle avait été si malheureux.	Jamais elle n'avait été aussi malheureuse.	NRC PBMT2	NRC's NMT	NRC PBMT	Google's NMT (March 2017)
S20c	Syn 4: Adverb-triggered inversion	Is the adverb-triggered subject-verb inversion in the English sentence correctly rendered in the French translation?	Nowhere [were the birds] so colorful.	Nulle part [les oiseaux] [n'étaient] si colorés.	Nulle part les oiseaux étaient tellement coloré .	Nulle part les oiseaux étaient si colorés.	Nulle part les oiseaux de façon colorée .	Les oiseaux ne sont pas si colorés .	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT	NRC's NMT
S21a	Syn 5: Middle voice	Is the "generic" statement made in the English sentence correctly and naturally rendered in the French translation? 	Soup [is eaten] with a large spoon.	La soupe [se mange] avec une grande cuillère	La soupe est mangé avec une grande cuillère.	La soupe est consommée avec une grande cuillère.	La soupe est consommée avec une grosse cuillère.	La soupe est mangé avec une grande cuillère.	NRC PBMT2	Google's NMT (March 2017)	NRC's NMT	NRC PBMT
S21b	Syn 5: Middle voice	Is the "generic" statement made in the English sentence correctly and naturally rendered in the French translation? 	Masonry [is cut] using a diamond blade.	La maçonnerie [se coupe] avec une lame à diamant.	La maçonnerie est coupé à l'aide d'une lame de diamant.	La maçonnerie est coupée à l'aide d'une lame de diamant.	La maçonnerie est coupée à l'aide d'une lame de diamant.	La maçonnerie est coupée à l'aide d'une lame de diamant.	NRC PBMT	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2
	Syn 5: Middle voice	Is the "generic" statement made in the English sentence correctly and naturally rendered in the French translation? 	Champagne [is drunk] in a glass called a flûte.	Le champagne [se boit] dans un verre appelé flûte.	Le champagne est ivre dans un verre appelé une flûte.	Le champagne est ivre dans un verre appelé flûte.	Le champagne est ivre dans un verre appelé une flûte.	Le Champagne est bu dans un verre appelé flûte.	NRC PBMT2	NRC's NMT	NRC PBMT	Google's NMT (March 2017)
S22a	Syn 8: Fronted "should"	Fronted "should" is interpreted as a conditional subordinator. It is normally translated as "si" with imperfect tense.	[Should] Paul leave, I would be sad.	[Si] Paul [devait] s'en aller, je serais triste.	Si Paul s'en allait, je serais triste.	Si Paul quitte , je serais triste.	 Paul devrait quitter, je serais triste.	Si le congé de Paul, je serais triste.	Google's NMT (March 2017)	NRC's NMT	NRC PBMT2	NRC PBMT
S22b	Syn 8: Fronted "should"	Fronted "should" is interpreted as a conditional subordinator. It is normally translated as "si" with imperfect tense.	Should he become president, she would be promoted immediately.	[S']il devait devenir président, elle recevrait immédiatement une promotion.	S' il devait devenir président , elle serait immédiatement promue .	S'il devait devenir président , elle serait encouragée immédiatement .	Devrait-il devenir président, elle serait immédiatement promue.	S'il devait devenir président , elle serait encouragée immédiatement .	NRC's NMT	NRC PBMT2	Google's NMT (March 2017)	NRC PBMT
S22c	Syn 8: Fronted "should"	Fronted "should" is interpreted as a conditional subordinator. It is normally translated as "si" with imperfect tense.	[Should] he fall, he would get up again immediately.	[S'] il venait à tomber, il se relèverait immédiatement.	s' il tombe , il serait de nouveau immédiatement.	S'il tombe, il se lèvera immédiatement.	S'il devait tomber, il allait se lever immédiatement de nouveau.	S'il devait tomber, il allait se lever immédiatement de nouveau.	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2	NRC PBMT
S23a	Syn 2: Clitic pronouns	Are the English pronouns correctly rendered in the Freench translations?	She had a lot of money but he did not have [any].	Elle avait beaucoup d'argent mais il n'[en] avait pas.	Elle avait beaucoup d'argent mais il n'en avait pas.	Elle avait beaucoup d'argent mais il n'en avait pas.	Elle avait beaucoup d'argent mais il n'en avait pas.	Elle avait beaucoup d' argent , mais il n' a pas eu d' argent.	NRC PBMT	Google's NMT (March 2017)	NRC PBMT2	NRC's NMT
S23b	Syn 2: Clitic pronouns	Are the English pronouns correctly rendered in the Freench translations?	He did not talk [to them] very often.	Il ne [leur] parlait pas très souvent.	Il n'a pas leur parler très souvent.	Il ne leur a pas parlé très souvent.	Il ne leur parlait pas très souvent.	Il n'a pas leur parler très souvent.	NRC PBMT	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2
S23c	Syn 2: Clitic pronouns	Are the English pronouns correctly rendered in the Freench translations?	The men are watching [each other].	Les hommes [se] surveillent [l'un l'autre]	Les hommes se regardent les uns les autres.	Les hommes se regardent les uns les autres.	Les hommes se regardent les uns les autres.	Les hommes se regardent.	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S23d	Syn 2: Clitic pronouns	Are the English pronouns correctly rendered in the Freench translations?	He gave [it] to the man.	Il [le] donna à l'homme.	Il  a donné à l'homme.	Il  a donné à l'homme.	Il l' a donné à l' homme.	Il le donna à l'homme.	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S23e	Syn 2: Clitic pronouns	Are the English pronouns correctly rendered in the Freench translations?	He did not give [it ]to [her].	Il ne [le] [lui] a pas donné.	Il n'a pas le lui donner.	Il ne  lui a pas donné.	Il ne l' a pas donné à elle. 	Il ne  lui donner.	NRC PBMT2	Google's NMT (March 2017)	NRC's NMT	NRC PBMT
S24a	Syn 3: Ordinal placement	Is the relative order of the ordinals and numerals correct in the French tranlation?	The [first four] men were exhausted. 	Les [quatre premiers] hommes étaient tous épuisés.	Les quatre premiers hommes étaient épuisés.	Les quatre premiers hommes ont été épuisés.	Les quatre premiers hommes étaient épuisés.	Les quatre premiers hommes ont été épuisés.	NRC PBMT	NRC PBMT2	Google's NMT (March 2017)	NRC's NMT
S24b	Syn 3: Ordinal placement	Is the relative order of the ordinals and numerals correct in the French tranlation?	The [last three] candidates were eliminated.	Les [trois derniers] candidats ont été éliminés.	Les trois derniers candidats ont été éliminés.	Les trois derniers candidats ont été éliminés.	Les trois derniers candidats ont été éliminés.	Les trois derniers candidats ont été éliminés.	NRC PBMT2	NRC PBMT	Google's NMT (March 2017)	NRC's NMT
S24c	Syn 3: Ordinal placement	Is the relative order of the ordinals and numerals correct in the French tranlation?	The [other two] guys left without paying.	Les [deux autres] types sont partis sans payer.	Les deux autres gars sont partis sans payer.	Les deux autres gars à gauche sans payer.	Les deux autres gars laissés sans payer.	Les deux autres mecs ont laissé sans payer.	Google's NMT (March 2017)	NRC's NMT	NRC PBMT2	NRC PBMT
S25a	Syn 4: Inalienable possession	Is the French translation correct and natural both in: a) its use of a particular determiner on the "body part" noun; and b) the presence or absence of a reflexive pronoun before the verb?	He washed [his] hands.	Ils [s']est lavé [les] mains.	Ils se lavait les mains.	Ils se lava les mains.	Ils a lavé les mains.	Il a lavé ses mains.	NRC PBMT	Google's NMT (March 2017)	NRC PBMT2	NRC's NMT
S25b	Syn 4: Inalienable possession	Is the French translation correct and natural both in: a) its use of a particular determiner on the "body part" noun; and b) the presence or absence of a reflexive pronoun before the verb?	I brushed [my] teeth.	Je [me] suis brossé [les] dents.	J'ai brossé mes dents.	Je me suis brossé les dents.	J' ai brossé mes dents.	J'ai mon brossé les dents.	NRC PBMT	Google's NMT (March 2017)	NRC's NMT	NRC PBMT2
S25c	Syn 4: Inalienable possession	Is the French translation correct and natural both in: a) its use of a particular determiner on the "body part" noun; and b) the presence or absence of a reflexive pronoun before the verb?	You brushed [your] teeth.	Tu [t']es brossé [les] dents	Vous avez brossé vos dents.	Vous avez brossé les dents.	vous avez brossé vos dents.	Tu as brossé les dents.	NRC PBMT	NRC PBMT2	NRC's NMT	Google's NMT (March 2017)
S25d	Syn 4: Inalienable possession	Is the French translation correct and natural both in: a) its use of a particular determiner on the "body part" noun; and b) the presence or absence of a reflexive pronoun before the verb?	I raised [my] hand.	J'ai levé [la] main.	J'ai soulevé mamain.	Je levai la main.	J'ai levé la main.	J'ai levé la main.	NRC's NMT	Google's NMT (March 2017)	NRC PBMT2	NRC PBMT
S25e	Syn 4: Inalienable possession	Is the French translation correct and natural both in: a) its use of a particular determiner on the "body part" noun; and b) the presence or absence of a reflexive pronoun before the verb?	He turned [his] head.	Il a tourné [la] tête.	Il a tourné sa tête.	Il a transformé sa tête.	Il a tourné la tête.	Il tourna la tête.	NRC's NMT	NRC PBMT	NRC PBMT2	Google's NMT (March 2017)
	Syn 4: Inalienable possession	Is the French translation correct and natural both in: a) its use of a particular determiner on the "body part" noun; and b) the presence or absence of a reflexive pronoun before the verb?	He raised his eyes to heaven.	Il leva [les] yeux au ciel.	Il leva les yeux au ciel.	Il a levé les yeux sur le ciel.	Il a évoqué les yeux au ciel.	Il a levé ses yeux vers le ciel.	Google's NMT (March 2017)	NRC's NMT	NRC PBMT	NRC PBMT2
S26a	Syn 9: Zero REL PRO	Is the English "zero" relative pronoun correctly translated as a non-zero one in the French translation?	The strangers [] the woman saw were working.	Les inconnus [que] la femme vit travaillaient.	Les étrangers que la femme vit travaillaient.	Les inconnus de la femme ont travaillé.	Les étrangers  la femme vit travaillaient.	Les inconnus  virent la femme travaillaient.	Google's NMT (March 2017)	NRC's NMT	NRC PBMT	NRC PBMT2
S26b	Syn 9: Zero REL PRO	Is the English "zero" relative pronoun correctly translated as a non-zero one in the French translation?	The man [] your sister hates is evil.	L'homme [que] votre sœur déteste est méchant.	L'homme que votre sœur hait est méchant.	L'homme  hait votre sœur est le mal.	L'homme  ta soeur hait est le mal.	L' homme que ta soeur est le mal est le mal.	Google's NMT (March 2017)	NRC PBMT2	NRC PBMT	NRC's NMT
S26c	Syn 9: Zero REL PRO	Is the English "zero" relative pronoun correctly translated as a non-zero one in the French translation?	The girl [] my friend was talking about is gone.	La fille [dont] mon ami parlait est partie.	La jeune fille  a parlé de mon ami est parti.	La petite fille de mon ami était révolue.	La jeune fille  mon ami a parlé a disparu.	La fille dont mon ami parlait est partie.	NRC PBMT2	NRC's NMT	NRC PBMT	Google's NMT (March 2017)
